"beta","factor","rc.1","rc.2","rc.3","rc.4","rb.1","rb.2","rb.3","rb.4","rb.5"
0.25,2.0733093496421,-2.46969168125788,-0.313630132585993,-0.0421001731561914,-0.0022582921418161,-5.09440148382041,-0.501404165013523,-0.0727287542421326,-0.00549687609608015,-4.13868187064501e-05
0.258793467336683,2.13020615615507,-2.44817493648846,-0.312030762972756,-0.0419029178669324,-0.00224401401887857,-5.1841926330686,-0.507017533918353,-0.0737392084677655,-0.00562626077300223,-4.37913870460354e-05
0.267586934673367,2.18896456827632,-2.42697268320463,-0.310443328675182,-0.0417067128383563,-0.00222979364137094,-5.27630852312845,-0.512693232942396,-0.0747605560093515,-0.00575801736232856,-4.62868026540911e-05
0.27638040201005,2.24966263423871,-2.40607828884437,-0.308867702038918,-0.0415115503634965,-0.00221563026166311,-5.37083572937399,-0.518432123586475,-0.0757928923738482,-0.00589217539195677,-4.88764021258188e-05
0.285173869346734,2.3123824946541,-2.38548529159175,-0.307303755653814,-0.0413174226251783,-0.00220152312474024,-5.46786508985561,-0.524235080845008,-0.0768363136824239,-0.00602876454925586,-5.15636300395495e-05
0.293967336683417,2.3772106507859,-2.36518741779451,-0.305751365358937,-0.0411243220860238,-0.00218747148736287,-5.56749202500189,-0.530102998634976,-0.07789091740576,-0.00616781473329083,-5.4352040855491e-05
0.3027608040201,2.44423824560435,-2.34517856792344,-0.304210409149025,-0.0409322413447336,-0.00217347461170043,-5.66981680973113,-0.536036788548243,-0.0789568021343706,-0.00630935603186746,-5.72453067544894e-05
0.311554271356784,2.51356136378491,-2.32545279657923,-0.30268076541542,-0.0407411729227032,-0.00215953175754143,-5.77494484919442,-0.542037377131575,-0.0800340671752112,-0.00645341869470982,-6.02472191856353e-05
0.320347738693467,2.58528136706456,-2.30600432918172,-0.301162315560616,-0.0405511095775798,-0.00214564219681923,-5.88298706683295,-0.548105711072601,-0.081122813191697,-0.00660003318391738,-6.33616847765218e-05
0.329141206030151,2.65950524242369,-2.28682753730055,-0.299654941665193,-0.0403620440276765,-0.00213180520222878,-5.99406021734601,-0.554242753430854,-0.0822231416676965,-0.00674923012716455,-6.65927359123129e-05
0.337934673366834,2.73634599132601,-2.26791695101674,-0.298158528690515,-0.0401739692311891,-0.00211802006119682,-6.10828732032711,-0.560449488155974,-0.0833351554997148,-0.00690104036342948,-6.99445309830171e-05
0.346728140703518,2.81592303846541,-2.24926723808827,-0.296672962258873,-0.039986878089186,-0.00210428606280413,-6.2257980409873,-0.566726916607531,-0.08445895841479,-0.00705549489614606,-7.34213575931278e-05
0.355521608040201,2.89836268369438,-2.23087320851486,-0.295198129934756,-0.0398007636238122,-0.00209060250707203,-6.34672916902628,-0.57307606036365,-0.0855946553497379,-0.00721262492889449,-7.70276291442711e-05
0.364315075376884,2.98379858841337,-2.2127298095776,-0.293733921103034,-0.0396156189566947,-0.00207696870509305,-6.47122511170711,-0.579497961604794,-0.0867423524404737,-0.00737246185353016,-8.07678957093605e-05
0.373108542713568,3.07237230098082,-2.19483211667677,-0.292280226295883,-0.0394314372250869,-0.00206338397608175,-6.59943841524892,-0.585993682359567,-0.0879021568568813,-0.00753503723929768,-8.464684379907e-05
